ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode;;;;;
"2014-10-26T16:50:14Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",268480,AT,80.121.89.127,unknown,Caraphernelia,Pierce The Veil,Selfish Machines,spotify:track:2G8PweZBBwTpyP8vpNQJK2,,,,fwdbtn,trackdone,False,0.0,False,0,False";;;;;
"2014-10-26T16:53:37Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",202520,AT,80.121.89.127,unknown,Life @ 11,A Day To Remember,Common Courtesy,spotify:track:2ZsyiMM5KRLZwyy0LCu5iR,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
2014-10-28T15:57:53Z,resi_maresi,Windows 8 (6.2.9200; x64),220480,AT,213.240.111.230,unknown,That's What You Get,Paramore,Riot!,spotify:track:0UY4FvG4f9JI6kBR1BlWrZ,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-10-28T16:42:30Z,resi_maresi,Windows 8 (6.2.9200; x64),203506,AT,213.240.111.230,unknown,Thnks fr th Mmrs,Fall Out Boy,Infinity On High,spotify:track:18GC3F8YPGB8CePXcTUizQ,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-10-28T18:03:36Z,resi_maresi,Windows 8 (6.2.9200; x64),22569,AT,213.240.111.230,unknown,Skyfall,Our Last Night,Skyfall,spotify:track:1ignAvXwmmsInX70smRjCl,,,,trackdone,fwdbtn,False,1.0,False,0,False;;;;
"2014-10-31T07:23:07Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",216186,AT,213.240.110.67,unknown,The Worst of Them,Issues,Black Diamonds,spotify:track:4UtgsrQoIwhelshH13QKcq,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-11-05T19:20:17Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",2879,AT,194.118.10.163,unknown,Join the Club,Bring Me The Horizon,Sempiternal,spotify:track:38NXH8WqiK5txwU0wwIcHn,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2014-11-15T17:42:10Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",94426,AT,188.23.121.72,unknown,Highly Evolved,The Vines,Highly Evolved,spotify:track:7LHnmjSJ86NcEMiBp19suL,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
2014-11-16T21:01:24Z,resi_maresi,Windows 8 (6.2.9200; x64),188026,AT,80.121.102.120,unknown,Ohioisonfire,Of Mice & Men,The Flood (Deluxe Reissue),spotify:track:6SU2DLGd9jZK8h7EEXi0xo,,,,clickrow,trackdone,False,0.0,False,0,False;;;;
2014-11-16T21:06:33Z,resi_maresi,Windows 8 (6.2.9200;" x64),3761,AT,80.121.102.120,unknown,""Sometimes You're The Hammer, Sometimes You're The Nail"",A Day To Remember,Common Courtesy,spotify:track:5rDPm1vZz9YD4Eu86GS6E6,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;
2014-11-17T21:07:50Z,resi_maresi,Windows 8 (6.2.9200; x64),162712,AT,88.117.125.224,unknown,Brave Hearts,No Bragging Rights,The Concrete Flower,spotify:track:0WlrPRAPg9Wd2HvOm6AIi9,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-11-17T21:11:49Z,resi_maresi,Windows 8 (6.2.9200; x64),239349,AT,88.117.125.224,unknown,Du Hast,Motionless In White,Punk Goes 90's: Vol. 2,spotify:track:1MH1aIxgZe8SRfOJYMX1V6,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-11-17T21:27:42Z,resi_maresi,Windows 8 (6.2.9200; x64),266286,AT,88.117.125.224,unknown,This War Is Ours (The Guillotine II),Escape the Fate,This War Is Ours,spotify:track:13EHiO7jbAati2fkGlCS4a,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-11-17T21:33:40Z,resi_maresi,Windows 8 (6.2.9200; x64),357371,AT,88.117.125.224,unknown,Carry The Torch,Motionless In White,Reincarnate,spotify:track:2f6rS7E1gTvBbwMNaxM12F,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
"2014-11-18T05:32:15Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",3343,AT,88.117.125.224,unknown,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,A Fever You Can't Sweat Out,spotify:track:5eB7w8UZJKjL5XmnC6Pctg,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
2014-11-18T23:10:49Z,resi_maresi,Windows 8 (6.2.9200;" x64),8684,AT,212.197.140.222,unknown,Don't You Dare Forget The Sun,Get Scared,""Built For Blame, Laced With Shame"",spotify:track:07B2bEU1AzIRVmdpYgE2aJ,,,,,endplay,False,1.0,False,0,False";;;;
"2014-11-20T21:57:43Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",71517,AT,62.46.154.85,unknown,Night After Sidewalk,Kaki King,... Until We Felt Red,spotify:track:5V8lsCRhYJCTO8eVGpdUcI,,,,appload,appload,False,1.0,False,0,False";;;;;
"2014-12-01T18:17:11Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",93576,AT,194.118.13.184,unknown,All I Can Give You,Jason Lancaster,Punk Goes Christmas,spotify:track:0JtMUYy3scVEeu4cgFlm1X,,,,appload,fwdbtn,False,1.0,False,0,False";;;;;
"2015-01-12T19:14:25Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",220293,AT,212.197.163.240,unknown,Let's Cheers To This,Sleeping With Sirens,Let's Cheers To This,spotify:track:6gWnbqyUi5SFhfLoC5No6d,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2015-01-12T19:19:18Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",90975,AT,212.197.163.240,unknown,Goodbye Agony,Black Veil Brides,Black Veil Brides,spotify:track:2T79cwJ9xFcBC7vwH2xniy,,,,trackdone,endplay,False,1.0,False,0,False";;;;;
"2015-01-22T05:53:35Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",139,AT,213.240.108.125,unknown,Roll Up (feat. Mod Sun),The Ready Set,Punk Goes Pop Volume 4,spotify:track:6t22D8s5pqPnw1W3fxesau,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2015-01-25T08:47:55Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",224360,AT,213.240.112.116,unknown,Fourth Of July,Fall Out Boy,American Beauty/American Psycho,spotify:track:3CBWtVFHhxeaHVm4VverBG,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2015-01-25T18:32:25Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",188026,AT,80.121.89.220,unknown,Ohioisonfire,Of Mice & Men,The Flood (Deluxe Reissue),spotify:track:6SU2DLGd9jZK8h7EEXi0xo,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2015-01-25T18:36:02Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",216117,AT,80.121.89.220,unknown,Low,Sleeping With Sirens,Feel,spotify:track:0BCMXOnotZ6NepVmDOepBQ,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2015-01-25T18:36:55Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",53359,AT,80.121.89.220,unknown,Sell Outs,Breathe Carolina,Sell Outs,spotify:track:2qkQoRBZrpKeJ3xgjUPuaQ,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;;
"2015-01-25T18:49:54Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",179266,AT,80.121.89.220,unknown,Jet Pack Blues,Fall Out Boy,American Beauty/American Psycho,spotify:track:0ZBBoiQhCCqOvSjAjtVfXN,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2015-01-28T07:05:14Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",5023,AT,91.114.175.194,unknown,Dear Insanity,Asking Alexandria,Reckless And Relentless,spotify:track:5jwttcPG6hynYxMs4mqOMp,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2015-01-30T21:08:51Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",3157,AT,178.191.21.202,unknown,If You Can't Hang,Sleeping With Sirens,Let's Cheers To This,spotify:track:3ouugfdFz6exFXUxu7wRvD,,,,fwdbtn,fwdbtn,True,1.0,False,0,False";;;;;
"2015-01-30T21:09:17Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",11238,AT,178.191.21.202,unknown,Jealous,Nick Jonas,Jealous,spotify:track:1HTvqpSZrJ27fKdhpnot3S,,,,appload,appload,False,1.0,False,0,False";;;;;
"2015-01-30T21:26:15Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",195679,AT,178.191.21.202,unknown,Boyfriend,Issues,Punk Goes Pop 5,spotify:track:11FXNVS8vZ9Y5817yKcTPJ,,,,fwdbtn,trackdone,False,0.0,False,0,False";;;;;
"2015-03-24T17:56:41Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",4736,AT,212.197.140.17,unknown,The Man Who Sold The World - MTV Unplugged,Nirvana,Nirvana,spotify:track:6heaWvOwtcbvjd4sXb73qB,,,,trackdone,fwdbtn,True,1.0,False,0,False";;;;;
"2015-03-27T05:44:43Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",148143,AT,91.113.64.204,unknown,King Of Amarillo,Issues,Black Diamonds,spotify:track:1ydqvtdPB7LM7XLyJKNJD4,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;;
2015-04-20T18:10:12Z,resi_maresi,Windows 8 (6.2.9200; x64),255869,AT,91.113.64.92,unknown,,,,,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-04-21T17:56:39Z,resi_maresi,Windows 8 (6.2.9200; x64),240320,AT,88.117.124.66,unknown,The Reign,blessthefall,Awakening,spotify:track:765ZaKWMJh74fpaX856ImI,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-04-27T20:11:42Z,resi_maresi,Windows 8 (6.2.9200; x64),222040,AT,91.114.174.170,unknown,Bite My Tongue,You Me At Six,Sinners Never Sleep,spotify:track:1FIWe0EWWE6D8soz2ZsMuM,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-04-27T20:20:15Z,resi_maresi,Windows 8 (6.2.9200; x64),166426,AT,91.114.174.170,unknown,,,,,,,,fwdbtn,trackdone,False,0.0,False,0,False;;;;
2015-04-27T20:23:50Z,resi_maresi,Windows 8 (6.2.9200; x64),214648,AT,91.114.174.170,unknown,,,,,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-05-11T20:56:34Z,resi_maresi,Windows 8 (6.2.9200; x64),92093,AT,213.240.105.222,unknown,Dernière,Yann Tiersen,Tabarly / B.O.F De Yann Tiersen,spotify:track:0R7NApDGXoFa5rAdUneLw9,,,,clickrow,trackdone,False,0.0,False,0,False;;;;
