endTime,artistName,trackName,msPlayed
2023-02-21 16:38,Stand Atlantic,cabin fever (feat. my literal mum),23
2023-02-21 16:38,The Maine,Don’t Stop Now (Acoustic),1092
2023-02-21 16:38,Shorelines,How I Feel,1756
2023-02-21 16:38,The Maine,Give It to Me,415
2023-02-21 16:38,Basement,Covet,135613
2023-02-21 16:38,The Wonder Years,A Song For Patsy Cline,548
2023-02-21 16:38,State Champs,Some Minds Don't Change,1267
2023-02-21 16:38,Frank Iero,All I Want Is Nothing,23
2023-02-21 16:38,Kodaline,Follow Your Fire,733
2023-02-21 16:38,Neck Deep,I Revolve (Around You),660
2023-02-21 16:41,Tessa Violet,YES MOM,162360
2023-02-21 16:41,Knuckle Puck,Poison Pen Letter,32899
2023-02-21 16:41,Cavetown,Hug All Ur Friends,2892
2023-02-21 16:44,Stand Atlantic,hair out,160380
2023-02-21 16:47,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),169397
2023-02-21 16:51,Stand Atlantic,Coffee at Midnight,224866
2023-02-21 16:53,The Maine,"Same Suit, Different Tie",802
2023-02-21 16:53,YUNGBLUD,Doctor Doctor - Unplugged,2147
2023-02-21 16:53,Real Friends,Colder Quicker,23
2023-02-21 16:53,Ren,Insomnia,23
2023-02-21 16:53,New Found Glory,The Enemy,23
2023-02-21 16:53,Real Friends,Late Nights in My Car,176
2023-02-21 16:53,Basement,Grayscale,23
2023-02-21 16:53,State Champs,Frozen,23
2023-02-21 16:53,Have Mercy,The Place You Love,840
2023-02-21 16:53,Boston Manor,England's Dreaming - Acoustic,1864
2023-02-21 16:53,Real Friends,Floorboards (Acoustic),734
2023-02-21 16:53,Sawyer Nunes,Opening,1026
2023-02-21 16:53,Tigers Jaw,Warn Me,926
2023-02-21 16:53,Real Friends,Smiling On The Surface,23
2023-02-21 16:53,Frank Iero,Blood Infections,135109
2023-02-21 16:53,ROAM,Flatline - Acoustic,697
2023-02-21 16:53,Tigers Jaw,Make It Up,3634
2023-02-21 16:53,The Maine,Run,1312
2023-02-21 16:53,Frank Iero,"Dear Percocet, I Don't Think We Should See Each Other Anymore.",526
2023-02-21 16:53,Have Mercy,This Old Ark,565
2023-02-21 17:54,Knuckle Puck,Give Up,23
2023-02-21 17:54,Frank Iero,Guilt Tripping,1111
2023-02-21 17:54,Citizen,The Night I Drove Alone,19792
2023-02-21 17:54,Tigers Jaw,Lemon Mouth,1790
2023-02-21 17:54,Nothing But Thieves,Broken Machine,1617
2023-02-21 17:54,Peter McPoland,Shit Show,200080
2023-02-21 17:54,Stand Atlantic,Soap,1270
2023-02-21 17:58,Tiny Moving Parts,Bloody Nose,168661
2023-02-21 18:01,Joyce Manor,Christmas Card,125400
2023-02-21 18:05,Microwave,The Fever,253829
2023-02-21 18:08,The Front Bottoms,Be Nice To Me,167306
2023-02-21 18:11,Modern Baseball,The Thrash Particle,203030
2023-02-21 18:15,AS IT IS,Turn Back To Me,176541
2023-02-21 18:15,Hayley Kiyoko,Mercy / Gatekeeper,9235
2023-02-21 18:48,Have Mercy,Begging For Bones,1149
2023-02-21 18:53,Tiny Moving Parts,Feel Alive,200821
2023-02-21 18:56,The Maine,Take What You Can Carry,180875
2023-02-21 18:57,The Eskies,And Don't Spare The Horses,82597
2023-02-21 19:00,Real Friends,Skeletons,151770
2023-02-21 19:04,The Wonder Years,We Look Like Lightning,239400
2023-02-21 19:04,Dynoro,In My Mind,679
2023-02-21 19:04,YUNGBLUD,Tin Pan Boy,8613
2023-02-21 19:04,"Now, Now",School Friends,29095
2023-02-21 19:08,The Front Bottoms,Ocean,243013
2023-02-21 19:12,The Front Bottoms,Far Drive,192813
2023-02-21 19:13,Kodaline,Everything Works Out in the End,3618
2023-02-21 19:13,Cistem Failure,Gone,351
2023-02-21 19:13,YUNGBLUD,21st Century Liability,441
2023-02-21 19:13,All Time Low,So Long Soldier (feat. Anthony Raneri),90454
2023-02-21 19:13,Kodaline,Hide and Seek,2442
2023-02-21 19:13,Knuckle Puck,Ponder,23
2023-02-21 19:13,Billie Eilish,goodbye,1145
2023-02-21 19:13,Sorority Noise,Art School Wannabe,2736
2023-02-21 19:14,Aaron West and The Roaring Twenties,"Green Like The G Train, Green Like Sea Foam",3184
2023-02-21 19:14,Real Friends,To: My Old Self,0
2023-02-21 19:14,Cyberbully Mom Club,Life Time Warranty,4363
2023-02-21 19:14,Stand Atlantic,molotov [OK],610
2023-02-21 19:14,Troye Sivan,HEAVEN,23
2023-02-21 19:14,Ed Sheeran,Wake Me Up,0
2023-02-21 19:14,Kodaline,Shed a Tear,607
2023-02-21 19:14,Billie Eilish,Therefore I Am,0
2023-02-21 19:14,The Homeless Gospel Choir,Untitled,923
2023-02-21 19:14,ROAM,While The World Keeps Spinning,1853
2023-02-21 19:16,Stand Atlantic,molotov [OK],136156
2023-02-21 19:16,Microwave,"But Not Often,",787
2023-02-21 19:16,Kodaline,Shed a Tear,2496
2023-02-21 19:16,Tigers Jaw,Distress Signal,2833
2023-02-21 19:16,Basement,Keepsake,578
2023-02-21 19:16,Neck Deep,Silver Lining,1594
2023-02-21 19:16,Elliott Smith,Say Yes,1286
2023-02-21 19:17,The Wonder Years,Teenage Parents,22599
2023-02-21 22:19,The Wonder Years,Teenage Parents,195960
2023-02-21 22:30,Syd Matters,To All of You,283266
2023-02-21 22:32,Chapel,Some Nights,145611
2023-02-21 22:45,The Wombats,Lost in the Post,121501
2023-02-21 23:42,The Hyperfixation,S1E1 - 1. Nier Automata / Drakkengard Series w/ Tony Andersen,12230
2023-02-21 23:42,The Hyperfixation,S1E2 - 2. The Cosmere Series by Brandon Sanderson w/ Jakey!,380
2023-02-22 00:10,The Hyperfixation,S1E1 - 1. Nier Automata / Drakkengard Series w/ Tony Andersen,1672568
2023-02-22 07:40,Tiny Moving Parts,Good Enough,192720
2023-02-22 07:41,Modern Baseball,Look Out,55506
2023-02-22 07:45,The Wombats,Headspace,234053
2023-02-22 07:50,carolesdaughter,Violent,34278
2023-02-22 07:50,Harry Styles,Cherry,259186
2023-02-22 07:52,carolesdaughter,Violent,135877
2023-02-22 07:54,carolesdaughter,My Mother Wants Me Dead,105360
2023-02-22 07:56,carolesdaughter,xo I hope u die,139417
2023-02-22 08:00,carolesdaughter,Dead Boy (in my room),187986
2023-02-22 08:02,carolesdaughter,Cold Bathroom Floor,157226
2023-02-22 08:04,carolesdaughter,Trailer Trash,80392
2023-02-22 15:10,carolesdaughter,Trailer Trash,71881
2023-02-22 15:12,carolesdaughter,Target Practice,150760
2023-02-22 15:16,carolesdaughter,Audrey,167574
2023-02-22 15:18,carolesdaughter,Violent,135877
2023-02-22 15:18,carolesdaughter,Brat,17583
2023-02-22 15:21,Future Teens,Frequent Crier,188960
2023-02-22 15:24,Fall Out Boy,West Coast Smoker,165800
2023-02-22 15:38,Herman's Hermits,No Milk Today,23
2023-02-22 15:38,Tiny Moving Parts,Headache,8542
2023-02-22 15:38,Hot Milk,Candy Coated Lie$,23
2023-02-22 15:38,All Time Low,Lullabies,198539
2023-02-22 15:38,Fall Out Boy,I Don't Care,23
2023-02-22 15:38,Neck Deep,Fall,3538
2023-02-22 15:38,The Wonder Years,Hey Thanks,1098
2023-02-22 15:38,All Time Low,The Girl's a Straight-Up Hustler,2303
2023-02-22 15:38,The Wonder Years,Dont Let Me Cave In (Nervous Energies),23
2023-02-22 15:38,Emma Blackery,Burn the Witch,677
2023-02-22 15:41,My Chemical Romance,Helena,204733
2023-02-22 15:50,Airways,Reckless Tongue,178795
2023-02-22 16:04,The Wombats,Pink Lemonade,226106
2023-02-22 16:15,State Champs,Half Empty,211296
2023-02-22 16:19,The Front Bottoms,Joanie,176914
2023-02-22 16:28,All Time Low,Last Young Renegade,41874
2023-02-22 16:28,The Front Bottoms,Joanie,9660
2023-02-22 16:32,The Wonder Years,We Look Like Lightning,239400
2023-02-22 16:38,Crown The Empire,Johnny's Revenge,255093
2023-02-22 16:45,Stand Atlantic,Like That,177011
2023-02-22 17:03,Can't Swim,Not the Way It Was,85218
2023-02-22 19:07,Polyamory Weekly,20 The hotwife lifestyle,30660
2023-02-22 19:08,Polyamory Weekly,605 Poly change management,61360
2023-02-22 19:33,The Hyperfixation,S1E2 - 2. The Cosmere Series by Brandon Sanderson w/ Jakey!,327440
2023-02-22 20:23,The Hyperfixation,S1E2 - 2. The Cosmere Series by Brandon Sanderson w/ Jakey!,6636
2023-02-22 23:04,The Hyperfixation,S1E2 - 2. The Cosmere Series by Brandon Sanderson w/ Jakey!,1978100
2023-02-23 07:33,The Maine,Like We Did (Windows Down),894
2023-02-23 07:33,The Maine,Kiss And Sell,1348
2023-02-23 07:33,Neck Deep,What Took You So Long?,23
2023-02-23 07:33,The Hyperfixation,S1E2 - 2. The Cosmere Series by Brandon Sanderson w/ Jakey!,9843
2023-02-23 07:35,JAWNY,Honeypie,135581
2023-02-23 07:38,Fall Out Boy,Alone Together,1211
2023-02-23 07:38,Charlotte Sands,Want You Like That,150909
2023-02-23 07:38,Fall Out Boy,"Sugar, We're Goin Down",16028
2023-02-23 07:38,My Chemical Romance,I'm Not Okay (I Promise),627
2023-02-23 07:42,State Champs,Everybody but You,227393
2023-02-23 07:43,Meet Me @ The Altar,Garden,81021
2023-02-23 07:46,Meet Me @ The Altar,Garden,155084
2023-02-23 07:50,The Wonder Years,Came Out Swinging,244744
2023-02-23 07:52,Mayday Parade,Jamie All Over,104497
2023-02-23 08:03,Pinkshift,Toro,80439
2023-02-23 15:04,Pinkshift,Toro,10836
2023-02-23 15:06,Meet Me @ The Altar,Kool,131181
2023-02-23 15:09,The Foxies,Summer Never Dies,181978
2023-02-23 15:18,Mint Green,Callie,174301
2023-02-23 15:26,illuminati hotties,"will i get cancelled if i write a song called, ""if you were a man you'd be so cancelled""",74746
2023-02-23 15:26,Paramore,Fences,21841
2023-02-23 15:31,The Hyperfixation,S1E4 - 4. (Pt.1) The ENTIRE Five Nights At Freddy's Timeline w/ Sleepy,683400
2023-02-23 16:52,Real Friends,Me First,72141
2023-02-23 21:48,The Hyperfixation,S1E3 - 3. Death Stranding by Hideo Kojima w/ Kingdom !,907587
2023-02-24 07:27,The Hyperfixation,S1E3 - 3. Death Stranding by Hideo Kojima w/ Kingdom !,4035
2023-02-24 07:29,Frankie Cosmos,Fool,124021
2023-02-24 07:32,Emma Blackery,Agenda,196373
2023-02-24 07:33,PVRIS,Smoke,22399
2023-02-24 07:33,Neck Deep,When You Know,806
2023-02-24 07:36,Hot Mulligan,*Equip Sunglasses*,166000
2023-02-24 07:39,Real Friends,Nervous Wreck,172063
2023-02-24 07:41,Meet Me @ The Altar,Mapped Out,169074
2023-02-24 07:45,Broadside,Coffee Talk,12508
2023-02-24 07:45,Mint Green,Callie,1928
2023-02-24 07:45,Bearings,Eyes Closed,201625
2023-02-24 07:47,Lil Nas X,THATS WHAT I WANT,143901
2023-02-24 07:49,Meet Me @ The Altar,Say It (To My Face),84991
2023-02-24 07:52,State Champs,Everybody but You,191210
2023-02-24 13:05,State Champs,Everybody but You,36184
2023-02-24 13:10,KennyHoopla,estella//,118733
2023-02-24 13:12,Weakened Friends,Peel,147293
2023-02-24 13:16,Mayday Parade,Jamie All Over,216000
2023-02-24 13:35,Bully,Where to Start,180600
2023-02-24 13:36,Action/Adventure,Barricades,59757
2023-02-24 13:45,Meet Me @ The Altar,Wake Up,190786
2023-02-24 13:45,Knuckle Puck,In Your Crosshairs,1281
2023-02-24 13:45,Hot Mulligan,Feal Like Crab,9569
2023-02-24 13:45,Neck Deep,Smooth Seas Don't Make Good Sailors,4335
2023-02-24 13:45,The Homeless Gospel Choir,Crazy,539
2023-02-24 13:54,carolesdaughter,Violent,135877
2023-02-24 13:57,Neck Deep,Up In Smoke,190777
2023-02-24 14:01,Tiny Moving Parts,Minnesota,223493
2023-02-24 14:04,Troye Sivan,LOST BOY,5250
2023-02-24 14:04,Tonight Alive,Wasting Away,170720
2023-02-24 14:04,Boston Manor,Burn You Up,5216
2023-02-24 14:07,Stand Atlantic,switchblade,158360
2023-02-24 14:19,The Maine,The Sound of Reverie,209605
2023-02-24 14:21,Up from Here,All Of The Above,132127
2023-02-24 14:26,AS IT IS,Drowning Deep In Doubt,227946
2023-02-24 14:53,The Wonder Years,I Don't Like Who I Was Then,65235
2023-02-24 15:06,The Hyperfixation,S1E4 - 4. (Pt.1) The ENTIRE Five Nights At Freddy's Timeline w/ Sleepy,1020330
2023-02-24 16:03,Harry Styles,Sign of the Times,960
2023-02-24 16:03,Kodaline,All Comes Down,7550
2023-02-24 16:03,Troye Sivan,for him.,910
2023-02-24 16:03,Anthony Amorim,She Doesn't Sleep,1280
2023-02-24 16:03,The Hyperfixation,S1E4 - 4. (Pt.1) The ENTIRE Five Nights At Freddy's Timeline w/ Sleepy,1202650
2023-02-24 16:04,USHER,OMG (feat. will.i.am),3360
2023-02-24 16:04,cupcakKe,Deepthroat,9140
2023-02-24 16:06,Devon Cole,W.I.T.C.H.,132133
2023-02-24 16:09,popsiclestickairport,I'm Your Stupid Little Punching Bag,196829
2023-02-24 16:13,Florence + The Machine,Dog Days Are Over,252818
2023-02-24 16:16,GAYLE,abcdefu,168601
2023-02-24 16:19,Peach PRC,Teenage Dirtbag – Spotify Singles,186600
2023-02-24 16:23,Nekrogoblikon,Chop Suey!,214500
2023-02-24 16:25,Olivia Rodrigo,brutal,143746
2023-02-24 16:29,Taio Cruz,Dynamite,202613
2023-02-24 16:32,Ciara,"One, Two Step (feat. Missy Elliott)",203786
2023-02-24 20:46,State Champs,Criminal,2370
2023-02-24 20:46,blackbear,hot girl bummer,59940
2023-02-24 20:50,The Greeting Committee,Elise,254750
2023-02-24 20:54,Ollie MN,Disappear Daily,226037
2023-02-24 20:58,Tonight Alive,The Other Side,220320
2023-02-24 21:01,Dollar Signs,I Hope I Don't Fuck This Up,167205
2023-02-24 21:04,BL,Garden in the Backyard,228253
2023-02-24 21:07,Tessa Violet,Bad Ideas,179173
2023-02-24 21:10,The Maccabees,Toothpaste Kisses,159320
2023-02-24 21:11,HONNE,Warm on a Cold Night,22769
2023-02-24 21:14,Flower Face,Spiracle,179815
2023-02-24 21:17,State Champs,Criminal,9640
2023-02-24 21:17,Winnetka Bowling League,CVS,1740
2023-02-24 21:17,Football Club,You Are Everything And I Am Nothing... (bonus),3264
2023-02-24 21:17,Clairo,Sofia,1590
2023-02-24 21:17,Christian Leave,Darling,14010
2023-02-24 21:17,Neck Deep,What Took You So Long?,2010
2023-02-24 21:17,Khai,Do You Go Up,193000
2023-02-24 21:19,Scruffpuppie,An Art Gallery Could Never Be as Magnificent as You,123342
2023-02-24 21:22,Birds in the Airport,Honey Moon,145253
2023-02-24 21:23,Daisy the Great,Friend,81573
2023-02-24 21:25,Cyberbully Mom Club,Smking To Dth,117472
2023-02-24 21:27,AJJ,Black Dog,82026
2023-02-24 22:41,Field Medic,how come i see you in the rain?,7841
2023-02-24 22:46,The Hyperfixation,S1E4 - 4. (Pt.1) The ENTIRE Five Nights At Freddy's Timeline w/ Sleepy,344410
2023-02-25 08:43,The Hyperfixation,S1E5 - 4. (Pt.2) The ENTIRE Five Nights At Freddy's Timeline w/ Sleepy,2834030
2023-02-25 09:45,The Hyperfixation,S1E10 - Ep. 9- Pokemon w/ Jay!,3667380
2023-02-25 09:53,The Hyperfixation,S2E2 - S2E2 - Clown History with Ken! (@isawken),488407
2023-02-25 09:56,No Love For The Middle Child,February,159166
2023-02-25 09:58,Chapel,Some Nights,145611
2023-02-25 10:02,Stand Atlantic,Hate Me (Sometimes),233453
2023-02-25 10:06,Seaway,Big Vibe,218500
2023-02-25 10:09,Sundressed,So Poetic,187795
2023-02-25 11:56,A Story Told,Home for the Summer,48292
2023-02-25 12:11,The Hyperfixation,S2E2 - S2E2 - Clown History with Ken! (@isawken),278810
2023-02-25 12:14,Olen,Portland,184494
2023-02-25 12:17,Broadside,"I Love You, I Love You. It's Disgusting",189899
2023-02-25 12:20,No Love For The Middle Child,February,159166
2023-02-25 12:23,Broadside,Coffee Talk,174146
2023-02-25 12:25,Seaway,Something Wonderful,178532
2023-02-25 12:28,Super Whatevr,yours truly.,141906
2023-02-25 12:28,Olen,I Don't Wanna Know,28224
2023-02-25 12:32,Ricky Jamaraz,Microwave,9342
2023-02-25 12:32,chloe moriondo,Silly Girl,198807
2023-02-25 12:36,Spacey Jane,Booster Seat,268880
2023-02-25 12:40,Lovejoy,Sex Sells,246124
2023-02-25 12:43,Thomas Headon,Strawberry Kisses,181798
2023-02-25 12:47,Tubbo,Life By The Sea,232103
2023-02-25 12:51,Frances Forever,space girl,231440
2023-02-25 12:55,Cavetown,y 13,202742
2023-02-25 13:00,Cavetown,Boys Will Be Bugs,329049
2023-02-25 13:03,Sorry Mom,I Fucked Yr Mom,152363
2023-02-25 13:06,MARINA,Are You Satisfied?,201186
2023-02-25 13:09,girl in red,You Stupid Bitch,195951
2023-02-25 13:13,girl in red,Rue,216831
2023-02-25 13:16,Kid Bloom,"Hold In, Hold On",159666
2023-02-25 13:20,Teddy Hyde,Sex with a Ghost,240229
2023-02-25 13:23,bôa,Duvet,203600
2023-02-25 13:26,Beach Bunny,Sports,164165
2023-02-25 13:29,Penelope Scott,Lotta True Crime,202319
2023-02-25 13:31,Yxngxr1,PIGEONS,121457
2023-02-25 13:34,Penelope Scott,Rät,194165
2023-02-25 13:38,Ricky Montgomery,Mr. Loverman,216880
2023-02-25 13:40,chloe moriondo,Rly Don't Care,146333
2023-02-25 13:44,Lovejoy,Knee Deep at ATP,188418
2023-02-25 13:46,Wilbur Soot,Soft Boy,137543
2023-02-25 13:48,CORPSE,agoraphobic,129795
2023-02-25 13:51,girl in red,Serotonin,182426
2023-02-25 13:56,Cavetown,Juliet,278991
2023-02-25 17:32,Suki Waterhouse,Good Looking,101503
2023-02-25 21:35,Citizen,I Want to Kill You,23
2023-02-25 21:35,State Champs,Slow Burn,23
2023-02-25 21:35,Everybody's Worried About Owen,Mawce,1825
2023-02-25 21:35,All Time Low,Return The Favor,504
2023-02-25 21:35,Citizen,Black and Red,2006
2023-02-25 21:35,Nothing But Thieves,Graveyard Whistling,597
2023-02-25 21:36,Tigers Jaw,Nervous Kids,1964
2023-02-25 21:36,Ed Sheeran,One Night,1580
2023-02-25 21:36,Hayley Kiyoko,Demons,72882
2023-02-25 21:40,Citizen,Control,236815
2023-02-25 21:44,The Wonder Years,Woke Up Older,213663
2023-02-25 21:50,Neck Deep,What Did You Expect?,196150
2023-02-25 21:52,Brick + Mortar,No I Won't Go,65216
2023-02-25 22:11,Hayley Williams,Nineteen,8383
2023-02-26 01:25,Hayley Williams,Nineteen,243679
2023-02-26 01:34,Knuckle Puck,Stateside,130476
2023-02-26 01:34,Twenty One Pilots,Car Radio,28995
2023-02-26 01:34,All Time Low,Damned If I Do Ya (Damned If I Don't),882
2023-02-26 02:09,Tiny Moving Parts,Minnesota,141181
2023-02-26 08:54,The Hyperfixation,S1E3 - 3. Death Stranding by Hideo Kojima w/ Kingdom !,121935
2023-02-26 17:26,The Hyperfixation,S2E2 - S2E2 - Clown History with Ken! (@isawken),1542130
2023-02-26 17:27,Sodikken,Misery Meat,64197
2023-02-26 17:30,Alex G,Treehouse,158801
2023-02-26 17:33,chloe moriondo,Bugbear,173600
2023-02-26 17:38,Cavetown,Hug All Ur Friends,335101
2023-02-26 17:43,Cavetown,Sweet Tooth,246250
2023-02-26 17:46,Jukebox The Ghost,Under My Skin,199586
2023-02-26 17:51,Mother Mother,Ghosting,285986
2023-02-26 17:52,Clown Gown,Mushroom Song,101040
2023-02-26 17:54,Foot Ox,Angel Eyes and Basketball,107389
2023-02-26 17:59,The Front Bottoms,Twin Size Mattress,264676
2023-02-26 18:06,Gang of Youths,Achilles Come Down,422146
2023-02-26 18:10,Addison Grace,Sugar Rush,246341
2023-02-26 18:14,Lovejoy,Sex Sells,246124
2023-02-26 18:15,Jack Stauber's Micropop,Coffee,58868
2023-02-26 18:18,The Regrettes,Pumpkin,167347
2023-02-26 18:21,Steppes,Marceline The Vampire,175126
2023-02-26 18:24,Mother Mother,Ghosting,194283
2023-02-26 18:25,Scott Tuma,Sermon,74950
2023-02-26 18:26,Man's Gin,Smiling Dogs,35040
2023-02-26 18:27,Billiam,Jenny Destroys Records,72333
2023-02-26 18:28,Uranium Club,Sun Belt,40516
2023-02-26 18:32,Gerard Way,Brother,270546
2023-02-26 18:34,MathematicPony,Time Adventure,131111
2023-02-26 18:35,Addison Grace,Sugar Rush,35312
2023-02-26 18:35,WRENN,All My Friends,2460
2023-02-26 18:38,chloe moriondo,Silly Girl,198807
2023-02-26 18:41,Liana Flores,rises the moon,161929
2023-02-26 18:44,The Front Bottoms,Be Nice To Me,167306
2023-02-26 18:46,YUNGBLUD,waiting on the weekend,152346
2023-02-26 18:49,Ricky Montgomery,My Heart Is Buried in Venice,184866
2023-02-26 18:55,Cavetown,Boys Will Be Bugs,329049
2023-02-26 18:58,The Oh Hellos,"Soldier, Poet, King",165673
2023-02-26 22:35,The Hyperfixation,S1E3 - 3. Death Stranding by Hideo Kojima w/ Kingdom !,905040
2023-02-27 06:40,Tor Miller,Crust Punk Queen,208444
2023-02-27 06:43,Mal Blum,Things Still Left to Say,151473
2023-02-27 06:47,Margot & The Nuclear So And So's,Broadripple Is Burning,261828
2023-02-27 06:50,The Hush Sound,Wine Red,154173
2023-02-27 06:54,Sam Vance-Law,Faggot,220706
2023-02-27 06:57,Local News Legend,Bikes & Bonfires,203693
2023-02-27 06:59,Prince Daddy & the Hyena,I Forgot to Take My Meds Today,145215
2023-02-27 07:03,Pom Pom Squad,Drunk Voicemail,209971
2023-02-27 07:06,Buttons,To Whom It May Concern,168750
2023-02-27 07:08,Bay Faction,Are You In The Mood?,158067
2023-02-27 07:10,The Wombats,Flowerball,434
2023-02-27 07:10,The Maine,Another Night on Mars,768
2023-02-27 07:10,State Champs,Back and Forth,283
2023-02-27 07:10,Dynoro,In My Mind,708
2023-02-27 07:10,The Maine,Into Your Arms,2495
2023-02-27 07:10,The Maine,Lovely,23
2023-02-27 07:10,Queen,I Want To Break Free - Remastered 2011,906
2023-02-27 07:10,Chumped,Something About Lemons,87282
2023-02-27 07:10,Troye Sivan,The Good Side,1080
2023-02-27 07:10,Nothing But Thieves,I'm Not Made by Design,692
2023-02-27 07:10,Bright Eyes,We Are Nowhere and It's Now,0
2023-02-27 07:10,ROAM,LOUD,23
2023-02-27 07:14,The Sonder Bombs,Twinkle Lights,235646
2023-02-27 07:17,The Wombats,Lemon to a Knife Fight,205821
2023-02-27 07:20,YUNGBLUD,King Charles,164102
2023-02-27 07:27,All Time Low,A Daydream Away,251866
2023-02-27 07:28,Neck Deep,When You Know,30871
2023-02-27 08:09,Neck Deep,When You Know,158231
2023-02-27 08:10,The Wonder Years,You Made Me Want to be a Saint,91800
2023-02-27 08:15,Nothing But Thieves,Afterlife,283613
2023-02-27 08:19,Harry Styles,From the Dining Table,211960
2023-02-27 08:53,Olen,DOA,60998
2023-02-27 11:02,Chapel,Miss Monogamy,201398
2023-02-27 11:05,Ivypaint,Little Liaison,198857
2023-02-27 11:09,Hot Milk,Split Personality,219929
2023-02-27 11:12,The Wonder Years,Teenage Parents,218558
2023-02-27 11:16,Matt Maeson,Cringe,216213
2023-02-27 11:19,Billie Eilish,party favor,204770
2023-02-27 11:35,Alvvays,Dreams Tonite,97403
2023-02-27 13:57,Harry Styles,To Be So Lonely,25919
2023-02-27 18:50,The Hyperfixation,S2E2 - S2E2 - Clown History with Ken! (@isawken),3071300
2023-02-27 18:54,State Champs,Everybody but You,227393
2023-02-27 18:57,Die Ärzte,Deine Schuld,215080
2023-02-27 18:57,Brye,LEMONS (with Cavetown),12616
2023-02-27 19:01,Crown The Empire,Johnny's Revenge,3898
2023-02-27 19:01,Stand Atlantic,pity party (feat. Royal & the Serpent),161561
2023-02-27 19:01,Pierce The Veil,King For A Day,1520
2023-02-27 19:05,My Chemical Romance,House of Wolves,7520
2023-02-27 19:05,My Chemical Romance,House of Wolves,670
2023-02-27 19:05,Sleeping With Sirens,If You Can't Hang,1900
2023-02-27 19:05,Fall Out Boy,Novocaine,243
2023-02-27 19:05,Pierce The Veil,Hell Above,223546
2023-02-27 19:05,My Chemical Romance,I Don't Love You,5120
2023-02-27 19:06,My Chemical Romance,The Sharpest Lives,5020
2023-02-27 19:06,Bear Ghost,Necromancin Dancin,7850
2023-02-27 19:07,Twenty One Pilots,Heavydirtysoul,93760
2023-02-27 19:11,Fall Out Boy,Novocaine,226866
2023-02-27 19:12,Of Mice & Men,Would You Still Be There,65553
2023-02-27 19:15,Of Mice & Men,Obsolete,1743
2023-02-27 19:15,Bear Ghost,Starkiller,20422
2023-02-27 19:15,Of Mice & Men,Would You Still Be There,131180
2023-02-27 19:19,Of Mice & Men,SECOND & SEBRING,229120
2023-02-27 19:23,Of Mice & Men,THOSE IN GLASS HOUSES,2240
2023-02-27 19:23,Of Mice & Men,YDG,197920
2023-02-27 19:26,Of Mice & Men,THIS ONE'S FOR YOU,206586
2023-02-27 19:30,Of Mice & Men,THE BALLAD OF TOMMY CLAYTON & THE RAWDAWG MILLIONAIRE,230080
2023-02-27 19:31,Of Mice & Men,THOSE IN GLASS HOUSES,49175
2023-02-27 23:20,The Hyperfixation,S1E2 - 2. The Cosmere Series by Brandon Sanderson w/ Jakey!,1116096
2023-02-28 10:27,Modern Baseball,Notes,135682
2023-02-28 10:32,My Chemical Romance,DESTROYA,272906
2023-02-28 10:35,Mother Mother,Wrecking Ball,194320
2023-02-28 10:38,The Superweaks,No Sorrow,145892
2023-02-28 10:38,The Maine,Ice Cave,48538
2023-02-28 12:39,The Maine,Ice Cave,2240
2023-02-28 12:42,Boston Manor,Forget Me Not,191693
2023-02-28 12:47,The Front Bottoms,make way,299466
2023-02-28 12:50,Tiny Moving Parts,Vertebrae,216069
2023-02-28 12:54,Basement,For You The Moon,194933
2023-02-28 14:00,The Front Bottoms,Flashlight,100285
2023-02-28 14:04,The Front Bottoms,Wolfman,201852
2023-02-28 14:07,Microwave,Work It Out,192180
2023-02-28 14:09,Stand Atlantic,pity party (feat. Royal & the Serpent),161561
2023-02-28 14:13,Microwave,Leather Daddy,220269
2023-02-28 14:16,The Wonder Years,Living Room Song,169269
2023-02-28 14:22,Super Whatevr,so am i.,175253
2023-02-28 14:25,Chapel,WOW,132303
2023-02-28 14:37,Microwave,Mirrors,159429
2023-02-28 14:43,Lizzo,Batches & Cookies,2873
2023-02-28 14:47,Lincoln,Banks,259072
2023-02-28 14:51,SZA,Garden (Say It Like Dat),208400
2023-02-28 14:56,Autoheart,Hungover in the City of Dust,291296
2023-02-28 15:01,Current Joys,Become the Warm Jets,334901
2023-02-28 15:05,One Direction,A.M.,209040
2023-02-28 15:09,SZA,Drew Barrymore,231400
2023-02-28 15:11,Mitski,Francis Forever,149680
2023-02-28 15:17,Billy Joel,Piano Man,339000
2023-02-28 15:21,Florence + The Machine,Drumming Song,223826
2023-02-28 15:28,Miracle Musical,Dream Sweet in Sea Major,420012
2023-02-28 15:31,FEiN,Loved,195483
2023-02-28 15:33,Kate Stephenson,Future Dropout,142556
2023-02-28 15:37,Paramore,All I Wanted,225786
2023-02-28 15:45,Radiohead,Everything In Its Right Place - Live in France,462800
2023-02-28 15:48,The Front Bottoms,Be Nice To Me,167306
2023-02-28 15:51,Fiona Apple,Under The Table,201352
2023-02-28 15:54,Hot Mulligan,I Replied To Tyler With Three Blue Cars,190456
2023-02-28 15:58,Joe Hawley,Aristotle's Denial,236603
2023-02-28 16:02,Garbage,Only Happy When It Rains - 2015 - Remaster,236533
2023-02-28 16:06,Frank Ocean,Self Control,249667
2023-02-28 16:10,Misfits,Saturday Night,208050
